count2019, Source_Name, RA, Dec, Velo, Date-Obs, Tsys, Int, Rms1, Vlo1, Vhi1, Rms2, Vlo2, Vhi2
3716,NGC-4128,182.135,68.7676,2326,2008-03-18,60.6,5,7.5,963,3701,7.3,3425,6209
3717,J1209+4228,182.254,42.4753,7092,2015-04-23,96.7,4,14.9,5773,8422,?,?,?
3718,J1209+4228,182.254,42.4753,7092,2015-04-28,88.6,4,13.5,5773,8422,?,?,?
3719,NGC4135,182.287,44.0034,11266,2012-11-29,35.5,10,3.5,9821,12724,?,?,?
3720,NGC-4134,182.292,29.1768,3825,2006-11-02,36.8,5,5.4,2448,5214,4.9,4935,7746
3721,Mrk198,182.309,47.0583,7183,2003-11-02,52.7,24,3.5,5776,8603,?,?,?
3722,Mrk198,182.309,47.0584,7261,2013-03-20,33.9,10,3.7,5853,8682,?,?,?
3723,J120915+044807,182.316,4.80222,8857,2013-01-08,36.7,10,3.8,7435,10292,?,?,?
3724,SDSSJ12094+3305,182.372,33.0917,9000,2016-04-14,42.8,10,4.3,7665,10347,?,?,?
3725,NGC4138,182.374,43.6853,888,2006-05-23,43.3,33,2.2,-461,2250,?,?,?
3726,J120931+191235,182.381,19.2097,7835,2013-01-02,51.0,9,5.7,6422,9261,?,?,?
3727,NGC4143,182.4,42.5341,958,2012-11-29,37.9,10,4.4,-392,2321,?,?,?
3728,J1209+2317,182.415,23.2894,6912,2014-11-16,68.7,10,7.5,5507,8329,?,?,?
3729,NGC-4148,182.533,35.8776,4975,2008-10-31,41.5,5,5.2,3588,6374,5.3,6094,8926
3730,NGC4151,182.601,39.3836,995,2004-01-31,36.8,20,2.6,-355,2358,?,?,?
3731,NGC4151,182.636,39.4057,995,2004-03-20,33.9,20,2.0,-355,2358,?,?,?
3732,NGC4151,182.636,39.4057,995,2006-03-27,40.4,30,2.4,-355,2358,?,?,?
3733,NGC4151,182.636,39.4057,995,2007-03-31,57.2,10,5.7,-355,2358,?,?,?
3734,NGC4151,182.636,39.4057,995,2015-04-22,74.3,8,8.2,-271,2273,?,?,?
3735,NGC4151,182.636,39.4057,995,2012-11-05,35.2,10,3.9,-355,2358,?,?,?
3736,NGC4151half,182.636,39.4001,995,2004-03-20,33.5,12,2.8,-355,2358,?,?,?
3737,NGC4151,182.636,39.4057,995,2011-01-24,32.5,35,1.8,-355,2358,?,?,?
3738,J1210+4649,182.636,46.8191,7487,2015-02-16,39.6,10,4.0,6165,8821,?,?,?
3739,NGC4151,182.636,39.4058,995,2004-06-19,68.6,24,4.5,-355,2358,?,?,?
3740,NGC4151,182.636,39.4058,4932,2004-06-18,88.7,36,4.2,3545,6331,?,?,?
3741,NGC4151,182.636,39.4059,995,2004-11-11,58.3,10,6.3,-355,2358,?,?,?
3742,NGC4151,182.636,39.4059,995,2005-04-20,42.9,12,3.6,-355,2358,?,?,?
3743,NGC4151,182.636,39.4058,995,2004-11-14,36.9,20,2.6,-355,2358,?,?,?
3744,NGC4151,182.636,39.4058,995,2004-02-28,26.9,32,1.4,-355,2358,?,?,?
3745,NGC4151,182.636,39.4058,995,2004-04-30,46.6,12,3.8,-355,2358,?,?,?
3746,NGC-4152,182.656,16.0329,2164,2008-11-09,43.2,5,5.7,802,3538,5.3,3262,6042
3747,J121041+131952,182.674,13.3313,6802,2013-01-03,36.9,10,3.9,5398,8218,?,?,?
3748,KUG1208+386,182.685,38.3361,6833,2010-01-11,28.8,10,2.7,5429,8249,2.3,7965,10833
3749,NGC4156,182.707,39.4728,6755,2010-01-11,28.4,10,2.6,5352,8171,2.3,7887,10753
3750,NGC-4158,182.791,20.177,2458,2008-11-09,46.3,5,5.9,1094,3834,5.8,3558,6344
3751,NGC-4162,182.966,24.1233,2569,2008-03-26,50.9,10,4.4,1204,3946,4.3,3670,6458
3752,J1211+2338,182.972,23.6437,6538,2014-11-04,73.0,10,8.4,5137,7952,?,?,?
3753,SDSSJ12122+0004,183.062,0.0721944,2400,2016-02-09,53.0,10,5.1,1121,3690,?,?,?
3754,NGC4168,183.072,13.2053,2215,2012-11-13,37.0,10,3.7,853,3589,?,?,?
3755,NGC-4169,183.078,29.1793,3811,2006-11-02,40.2,5,5.1,2435,5200,5.0,4921,7732
3756,J1212+2910,183.128,29.1686,4112,2014-11-04,74.9,10,7.8,2733,5503,?,?,?
3757,121231+151613,183.13,15.2703,7099,2007-04-11,46.1,10,4.3,5693,8518,4.2,8234,11107
3758,J121303+070220,183.263,7.03892,2096,2015-01-10,33.1,10,3.4,735,3469,?,?,?
3759,J121303+210126,183.264,21.0241,7164,2013-01-02,52.0,7,6.2,5757,8584,?,?,?
3760,121309+323547,183.289,32.5963,7459,2008-02-03,40.7,10,3.9,6049,8881,3.5,8596,11476
3761,NGC-4185,183.342,28.5109,3903,2006-11-02,36.4,5,4.8,2526,5292,4.5,5014,7827
3762,NGC-4192,183.451,14.9002,-141,2005-10-26,44.3,5,5.8,-276,2439,5.8,-2678,-7
3763,NGC4192,183.455,14.9002,-149,2003-03-09,45.1,20,2.8,-1490,1203,?,?,?
3764,NGC-4193,183.473,13.1729,2474,2005-10-26,42.0,5,6.1,2337,5100,5.5,-107,2611
3765,121402.3+605712,183.51,60.9532,12674,2012-12-15,46.0,9,5.3,11216,14145,?,?,?
3766,NGC4194,183.539,54.5268,2501,2014-01-15,59.5,35,3.4,1136,3878,?,?,?
3767,NGC4194,183.54,54.5269,2501,2010-01-11,31.4,10,2.9,1136,3878,2.8,3602,6388
3768,PG1211+143,183.574,14.0536,24253,2011-02-09,31.2,20,2.2,22685,25835,?,?,?
3769,WAS49a,183.576,29.5296,18971,2013-12-20,46.8,10,4.7,17454,20502,?,?,?
3770,NGC-4196,183.624,28.4234,3982,2006-11-02,37.0,5,4.8,2604,5372,4.6,5093,7908
3771,I056,183.654,12.8119,6085,2009-12-30,32.2,10,3.1,4688,7495,2.7,7212,10065
3772,121503-141025,183.763,-14.1736,8481,2009-02-03,38.9,10,3.8,7062,9913,3.6,9626,12525
3773,NGC4203,183.771,33.1972,1086,2012-11-24,35.0,10,3.6,-265,2450,?,?,?
3774,HARO06,183.826,5.76108,2019,2009-12-01,39.3,10,3.5,659,3391,3.6,3116,5894
3775,J121534+214957,183.893,21.8327,6717,2013-01-02,48.7,8,5.8,5314,8132,?,?,?
3776,J121536+215433,183.904,21.9093,6668,2013-01-02,47.0,10,5.0,5265,8082,?,?,?
3777,NGC-4212,183.914,13.9014,-80,2005-10-26,42.3,5,5.7,-215,2501,5.7,-2619,53
3778,NGC-4216,183.977,13.1494,131,2005-10-26,43.3,5,5.3,-3,2717,5.9,-2410,266
3779,NGC-4221,183.999,66.2308,2842,2008-03-18,60.3,5,8.0,1474,4222,7.1,3945,6738
3780,IC3078,184,12.6872,19814,2003-11-03,43.5,36,2.1,18292,21357,?,?,?
3781,MRK1469,184.03,50.8251,9236,2012-01-15,55.3,10,5.4,7810,10675,?,?,?
3782,J121618+174612,184.076,17.7702,8945,2013-01-03,36.7,10,3.7,7522,10381,?,?,?
3783,UGC07294,184.135,29.8227,3896,2003-12-21,38.0,28,2.0,3556,6342,?,?,?
3784,NGC-4224,184.14,7.46214,2603,2005-11-13,43.4,5,6.1,2466,5232,6.0,19,2740
3785,J1216+4726,184.204,47.4389,7258,2015-02-16,39.7,10,3.9,5938,8590,?,?,?
3786,ESO505-IG030,184.238,-26.2094,11906,2012-11-06,40.9,10,4.4,10455,13370,?,?,?
3787,ESO505-IG031,184.25,-26.21,11822,2012-11-06,41.1,10,4.3,10372,13285,?,?,?
3788,NGC-4235,184.291,7.19142,2410,2005-11-13,44.0,5,5.6,2273,5035,6.1,-170,2547
3789,J121737+164338,184.407,16.7275,6699,2013-01-03,36.7,10,4.0,5296,8114,?,?,?
3790,Mrk202,184.479,58.6599,6300,2013-03-20,34.4,10,3.5,4901,7712,?,?,?
3791,NGC-4246,184.492,7.18586,3725,2005-11-13,44.7,5,6.0,3587,6373,5.9,1122,3863
3792,NGC-4241,184.5,6.65419,2235,2005-11-13,46.5,5,5.8,2098,4857,6.4,-342,2372
3793,121810+442401,184.544,44.4005,11461,2006-10-15,34.9,10,3.1,10015,12921,3.2,12628,15584
3794,UGC07342NOTES01,184.551,29.2517,13834,2003-11-03,46.1,44,2.1,12371,15322,?,?,?
3795,UGC7342,184.58,29.2536,14287,2012-11-24,32.7,8,3.6,12814,15773,?,?,?
3796,Mrk766,184.61,29.8128,3876,2008-02-15,41.4,10,3.6,2499,5265,3.7,4987,7799
3797,NGC4253,184.61,29.8128,3876,2008-03-02,40.5,60,1.6,2499,5265,?,?,?
3798,NGC4253,184.61,29.8128,3876,2016-04-09,51.0,10,4.8,2585,5178,?,?,?
3799,UM488,184.611,-0.130639,15115,2013-12-20,50.3,10,5.2,13634,16609,?,?,?
3800,NGC-4256,184.679,65.8983,2571,2008-03-18,59.6,5,7.7,1206,3948,7.1,3672,6460
3801,NGC-4254,184.707,14.4164,2407,2005-10-26,40.1,5,5.8,2270,5032,5.4,-173,2544
3802,J121850+642110,184.708,64.3529,9235,2013-05-03,61.3,9,6.6,7809,10674,?,?,?
3803,NGC4258NN,184.731,47.3109,466,2004-01-23,26.3,4,17.9,-879,1824,?,?,?
3804,NGC4258NNN,184.731,47.3137,466,2004-01-23,26.5,4,4.2,-879,1824,?,?,?
3805,NGC4258N,184.733,47.3082,466,2004-01-23,27.0,4,30.8,-879,1824,?,?,?
3806,NGC4258S,184.739,47.304,466,2004-01-23,27.4,4,90.1,-879,1824,?,?,?
3807,NGC4258Snew,184.739,47.304,466,2004-01-23,27.1,4,87.6,-879,1824,?,?,?
3808,NGC4258,184.739,47.3039,448,2007-12-15,41.9,20,72.1,-897,1806,?,?,?
3809,121857+471814,184.74,47.3039,448,2007-04-03,51.2,2,60.2,-897,1806,?,?,?
3810,121857+471814,184.74,47.3039,448,2006-04-09,46.0,2,104.1,-897,1806,?,?,?
3811,NGC4258,184.74,47.3039,448,2004-03-19,58.1,8,48.9,-897,1806,?,?,?
3812,NGC4258,184.74,47.3039,500,2011-02-09,nan,0,nan,-846,1859,?,?,?
3813,NGC4258,184.74,47.3039,500,2011-02-10,nan,0,nan,-846,1859,?,?,?
3814,NGC4258,184.74,47.3039,500,2011-11-08,35.3,2,103.1,-846,1858,?,?,?
3815,NGC4258,184.74,47.304,448,2008-01-04,35.2,25,71.9,-897,1806,?,?,?
3816,NGC4258,184.74,47.304,448,2006-10-15,38.2,5,65.0,-897,1806,?,?,?
3817,NGC4258,184.74,47.304,448,2006-11-22,44.7,2,53.6,-897,1806,?,?,?
3818,NGC4258,184.74,47.304,448,2007-12-14,40.7,14,73.3,-897,1806,?,?,?
3819,NGC4258,184.74,47.304,448,2010-02-01,33.9,5,159.6,-897,1806,159.6,-897,1806
3820,NGC4258,184.74,47.3041,448,2015-04-22,nan,0,nan,-813,1721,?,?,?
3821,NGC4258,184.74,47.304,448,2006-11-04,39.4,10,68.9,-897,1806,?,?,?
3822,J1218+0212,184.74,2.20533,8510,2015-01-11,36.7,10,3.8,7091,9942,?,?,?
3823,NGC4258,184.741,47.3038,450,2003-03-10,39.9,10,29.2,-895,1808,?,?,?
3824,ic3136,184.742,6.18481,5594,2003-03-23,35.1,12,3.1,4201,6999,?,?,?
3825,UGC7354,184.791,3.85581,1526,2009-12-01,38.6,10,3.4,170,2894,3.4,2619,5388
3826,121921+524138,184.839,52.694,9280,2006-11-04,37.4,10,3.3,7854,10719,2.9,10431,13345
3827,121922.8+120230,184.845,12.0416,7614,2012-02-28,38.4,10,3.9,6203,9038,?,?,?
3828,3C270,184.846,5.82531,2238,2004-01-21,37.2,20,2.4,876,3612,?,?,?
3829,NGC4261,184.847,5.82519,2238,2013-03-02,42.7,15,3.6,876,3612,?,?,?
3830,J1219+3030,184.849,30.5008,8532,2015-04-28,88.2,3,20.7,7201,9875,?,?,?
3831,MS12170+0700,184.879,6.72614,24157,2011-02-09,31.7,20,2.2,22590,25739,?,?,?
3832,UGC-7367,184.884,49.8157,4106,2008-10-31,44.9,5,5.6,2727,5497,5.5,5218,8035
3833,NGC-4271,184.886,56.7366,4752,2008-03-18,50.2,8,5.4,3367,6149,4.8,5869,8698
3834,NGC4266,184.927,5.53847,1536,2003-03-23,50.3,32,2.7,180,2904,?,?,?
3835,NGC4266test,184.931,5.53947,1536,2003-03-23,53.5,1,19.6,180,2904,?,?,?
3836,NGC-4270,184.953,5.46447,2495,2008-11-09,44.4,5,5.8,1130,3872,5.5,3596,6382
3837,NGC4274,184.961,29.6144,930,2012-11-29,38.7,10,4.0,-419,2292,?,?,?
3838,121950.9+273611,184.962,27.6031,14868,2013-05-04,41.6,10,4.5,13390,16360,?,?,?
3839,121950.9+273611,184.962,27.603,14868,2012-12-11,37.5,10,3.9,13390,16360,?,?,?
3840,NGC-4273,184.982,5.34664,2386,2008-11-09,45.1,5,5.5,1022,3762,5.6,3486,6270
3841,SDSSJ12199+5608,184.995,56.1486,14800,2016-03-29,50.2,7,5.8,13415,16198,?,?,?
3842,B21217+29,185.028,29.2808,649,2004-01-21,31.1,20,1.9,-698,2009,?,?,?
3843,NGC4278,185.029,29.2806,650,2003-04-28,43.3,16,3.4,-697,2010,?,?,?
3844,NGC-4284,185.053,58.093,4215,2008-03-18,51.0,10,4.7,2835,5607,4.5,5328,8147
3845,NGC-4281,185.09,5.38694,2685,2008-11-09,45.4,5,6.0,1319,4063,5.3,3787,6577
3846,J1220+0534,185.101,5.57275,937,2014-11-15,47.0,10,5.1,-413,2299,?,?,?
3847,J122029+101442,185.123,10.2452,9524,2013-05-03,45.6,5,6.9,8095,10965,?,?,?
3848,J122047+170057,185.197,17.016,7756,2013-01-03,36.9,10,3.9,6344,9181,?,?,?
3849,NGC-4290,185.198,58.0925,3035,2008-03-18,52.5,10,4.8,1666,4417,4.5,4140,6936
3850,NGC4287,185.202,5.63975,2155,2004-01-24,36.5,20,2.4,1882,4637,?,?,?
3851,NGC4289,185.26,3.72192,2618,2004-01-24,36.8,16,2.7,2344,5107,?,?,?
3852,NGC4293,185.304,18.3824,890,2013-05-04,47.3,10,4.9,-459,2252,?,?,?
3853,NGC4293,185.304,18.3824,890,2009-12-16,31.9,10,2.8,-459,2252,3.0,1979,4735
3854,NGC4293,185.304,18.3825,890,2008-02-20,37.3,40,1.8,-459,2252,?,?,?
3855,122112-005151,185.304,-0.86425,11824,2006-11-03,31.1,10,2.9,10374,13287,23.5,12994,15956
3856,KUG1218+329,185.326,32.7111,6893,2010-12-20,31.3,8,3.4,5489,8310,2.6,8026,10895
3857,KUG1218+329,185.326,32.7111,6893,2010-05-07,36.3,10,3.2,5488,8310,2.9,8026,10895
3858,122118+521203,185.326,52.2011,8570,2006-11-04,37.8,10,3.5,7150,10003,3.1,9715,12616
3859,122119+544923,185.332,54.8232,11241,2006-11-04,35.5,10,3.0,9797,12699,3.1,12406,15358
3860,NGC-4296,185.367,6.65419,4227,2008-12-03,43.6,5,5.6,2847,5619,5.7,5340,8159
3861,1221353+1559001,185.397,15.9835,9994,2010-12-24,28.4,10,2.4,8561,11440,2.9,11150,14077
3862,HB891219+047,185.408,4.50728,28180,2003-11-03,36.7,36,1.7,26577,29803,?,?,?
3863,J122142+143553,185.425,14.5991,1149,2015-01-09,54.1,10,5.9,-202,2513,?,?,?
3864,NGC4303,185.479,4.47364,1550,2003-03-07,36.3,30,2.0,194,2918,?,?,?
3865,VCC528,185.535,6.10297,7019,2003-03-23,35.7,24,2.2,5613,8437,?,?,?
3866,2MASXJ12221536+,185.564,28.3566,8388,2013-05-04,46.7,10,5.0,6970,9819,?,?,?
3867,2MASXJ12221536+,185.564,28.3567,8388,2012-12-11,41.6,10,4.3,6970,9819,?,?,?
3868,NGC-4312,185.63,15.5379,153,2005-10-26,41.5,5,5.3,18,2739,5.1,-2388,288
3869,J1222+0308,185.676,3.14181,6925,2015-01-10,33.1,10,3.3,5520,8342,?,?,?
3870,NGC-4332,185.695,65.8438,2870,2008-03-18,59.4,5,7.5,1502,4250,7.3,3973,6767
3871,NGC-4321,185.729,15.8225,1586,2005-10-26,42.6,5,5.8,1450,4197,5.9,-980,1722
3872,vcc597,185.736,2.74717,1850,2003-03-23,45.2,28,2.6,491,3221,?,?,?
3873,NGC4335,185.758,58.4447,4629,2004-01-21,30.6,20,2.1,3245,6025,?,?,?
3874,122306+103716,185.778,10.6212,7639,2006-11-14,39.5,10,3.8,6228,9063,3.8,8777,11660
3875,IC3247,185.808,28.8941,569,2003-12-21,48.8,20,3.2,237,2962,?,?,?
3876,J1223+0602,185.843,6.04069,7021,2014-11-15,45.4,9,5.0,5615,8439,?,?,?
3877,MARK50,185.85,2.67914,6900,2016-03-31,63.6,10,6.5,5583,8229,?,?,?
3878,NGC-4334,185.851,7.47417,4247,2008-12-03,43.8,5,5.7,2867,5640,5.7,5360,8179
3879,ugc7464,185.923,2.96142,7546,2003-03-15,39.0,10,3.8,6136,8969,?,?,?
3880,SBS1221+585,185.928,58.2462,4600,2016-03-29,58.3,9,5.7,3303,5909,?,?,?
3881,122346+360910,185.944,36.1528,9997,2007-04-03,48.6,10,4.4,8564,11443,24.6,11153,14081
3882,NGC-4357,185.995,48.7795,4122,2008-10-31,44.8,5,5.9,2743,5513,5.2,5234,8051
3883,NGC-4351,186.006,12.205,2310,2005-12-30,48.0,5,6.2,947,3685,6.1,3409,6192
3884,J1224+1050,186.012,10.8488,7480,2014-11-03,76.6,10,8.1,6070,8903,?,?,?
3885,122436+551650,186.15,55.2808,10197,2006-12-24,44.5,10,4.0,8762,11645,3.9,11354,14286
3886,122436+551650,186.15,55.2808,10197,2006-11-22,43.7,10,4.3,8762,11645,4.3,6213,9048
3887,J122436+392258,186.151,39.3831,1045,2015-02-16,40.8,10,4.5,-221,2323,?,?,?
3888,122438+013243,186.161,1.54528,7665,2006-11-10,55.8,10,5.2,6254,9089,5.1,8804,11687
3889,M84,186.266,12.887,1017,2015-01-09,52.4,10,5.7,-333,2380,?,?,?
3890,3C272.1,186.266,12.8869,1060,2004-01-21,31.3,20,2.0,-291,2424,?,?,?
3891,M84,186.266,12.8869,1017,2014-11-03,77.0,9,9.1,-333,2380,?,?,?
3892,J1225+0519,186.273,5.32906,2044,2014-11-15,46.7,10,4.6,684,3416,?,?,?
3893,2MASXJ12251310+,186.305,32.2339,17691,2014-01-18,31.3,10,3.1,16186,19210,?,?,?
3894,NGC4376,186.325,5.74108,1136,2009-12-01,37.5,5,4.9,-215,2500,4.9,2227,4988
3895,NGC4378,186.325,4.92525,2559,2012-11-29,39.8,10,4.0,1194,3936,?,?,?
3896,NGC-4382,186.353,18.1908,722,2008-11-09,43.1,5,5.0,-626,2082,5.6,1810,4563
3897,2MASXJ12252546+,186.356,28.9441,19246,2014-01-18,32.5,10,3.6,17726,20780,?,?,?
3898,J122532+500207,186.384,50.0353,7291,2015-03-28,43.4,8,4.8,5971,8623,?,?,?
3899,IC3311,186.394,12.2606,-121,2003-03-16,53.9,20,3.4,-1462,1231,?,?,?
3900,122536+450501,186.401,45.0839,11502,2006-10-15,35.3,10,3.0,10055,12962,3.2,12669,15626
3901,NGC4387,186.424,12.8106,472,2009-12-16,30.1,10,2.6,-873,1830,2.7,1558,4307
3902,NGC-4385,186.427,0.573306,2140,2008-12-03,54.3,5,6.7,779,3513,7.0,3238,6018
3903,NGC4388,186.443,12.6973,2524,2004-01-14,32.6,44,1.5,1159,3901,?,?,?
3904,NGC4388,186.444,12.6619,2500,2003-03-07,33.7,30,1.8,1135,3877,?,?,?
3905,NGC4388,186.445,12.6622,2524,2010-01-10,29.5,10,2.7,1159,3901,2.5,3625,6412
3906,NGC4388,186.445,12.6622,2524,2005-02-03,56.6,44,2.9,1159,3901,?,?,?
3907,NGC4388,186.445,12.6622,2524,2012-03-10,39.8,10,4.3,1159,3901,?,?,?
3908,NGC4388,186.445,12.6622,2524,2005-04-20,43.0,48,2.0,1159,3901,?,?,?
3909,NGC4388,186.445,12.6622,2524,2005-05-27,49.6,24,3.5,1159,3901,?,?,?
3910,NGC4388,186.445,12.6622,2524,2005-11-30,44.1,52,2.0,1159,3901,?,?,?
3911,NGC4388,186.445,12.6622,2524,2010-05-07,42.7,25,2.4,1159,3901,?,?,?
3912,NGC4388,186.445,12.6623,2524,2004-11-14,27.3,47,1.3,1159,3901,?,?,?
3913,NGC4388,186.445,12.6623,2524,2009-12-18,47.2,25,2.7,1159,3901,?,?,?
3914,NGC4388,186.445,12.6623,2524,2003-10-30,50.7,76,1.9,1159,3901,?,?,?
3915,NGC4388,186.445,12.6622,2524,2013-11-24,32.8,10,3.4,1159,3901,?,?,?
3916,122546+123942,186.445,12.6619,2528,2006-11-14,40.9,10,3.7,1163,3905,3.7,3629,6416
3917,NGC4395,186.454,33.5467,319,2008-02-15,42.1,10,3.8,-1025,1676,3.8,1404,4150
3918,UGC7522,186.495,3.42725,1426,2004-01-24,40.0,20,2.5,1154,3896,?,?,?
3919,122600-032755,186.501,-3.46522,7494,2006-03-19,33.6,10,3.0,6084,8917,3.0,8631,11512
3920,MS12235+2522,186.517,25.1105,20086,2011-02-10,32.9,20,2.4,18558,21628,?,?,?
3921,NGC-4402,186.531,13.1128,237,2005-12-30,47.2,5,5.8,-1106,1593,5.7,1321,4066
3922,J1226+0835,186.566,8.58883,7662,2015-01-11,36.4,10,3.5,6251,9086,?,?,?
3923,NGC-4413,186.634,12.611,102,2005-10-26,46.4,5,6.0,-32,2687,6.2,-2439,237
3924,NGC4412,186.65,3.96472,2294,2012-11-24,40.5,10,4.3,931,3669,?,?,?
3925,122654-005239,186.728,-0.877583,2098,2006-03-19,33.3,10,3.1,737,3471,2.9,3196,5975
3926,NGC-4419,186.735,15.0475,-260,2005-10-04,81.3,5,14.6,-395,2318,11.3,-2796,-126
3927,NGC-4419,186.735,15.0474,-260,2005-10-26,41.4,5,5.3,-395,2318,5.6,-2795,-126
3928,NGC4419,186.738,15.0472,-249,2003-03-09,44.8,20,3.0,-1589,1102,?,?,?
3929,NGC4421,186.76,15.4614,1603,2010-01-10,30.8,10,2.9,247,2971,2.8,2697,5467
3930,122718+511029,186.827,51.1749,9100,2006-11-04,36.6,10,3.3,7675,10538,3.0,10249,13160
3931,J122720+644805,186.835,64.8015,2664,2013-05-03,67.6,11,7.2,1298,4043,?,?,?
3932,NGC-4429,186.861,11.1075,1137,2005-12-30,47.3,5,6.1,-214,2501,6.6,2228,4989
3933,NGC-4438,186.94,13.0089,69,2005-10-26,44.2,5,5.8,-65,2654,6.0,-2471,204
3934,2MASXJ12275875+,186.995,28.8292,15063,2014-01-18,32.1,10,3.1,13583,16557,?,?,?
3935,LCRSB122536.8-0,187.046,-3.42364,18804,2013-12-30,56.7,10,6.4,17289,20334,?,?,?
3936,NGC-4450,187.123,17.0849,1956,2005-10-26,42.8,5,5.7,1819,4573,6.2,-616,2092
3937,ngc4450,187.128,17.0841,1950,2003-03-08,34.9,30,1.7,590,3322,?,?,?
3938,122836+313632,187.15,31.6089,11470,2008-02-03,37.6,10,3.1,10023,12930,3.5,12637,15593
3939,NGC-4452,187.182,11.7573,149,2005-12-30,47.2,5,6.6,-1193,1504,7.1,1232,3975
3940,ngc4452,187.19,11.7564,195,2003-03-15,41.4,10,5.8,-1148,1551,?,?,?
3941,NGC-4454,187.213,-1.94089,2407,2008-12-03,56.6,5,7.6,1043,3783,7.4,3507,6292
3942,IC3405,187.248,37.7301,11981,2008-02-15,38.4,10,3.2,10530,13446,3.4,13152,16118
3943,NGC-4459,187.25,13.9786,1203,2005-10-04,83.1,5,11.7,1067,3807,11.1,-1356,1339
3944,NGC-4459,187.25,13.9786,1203,2005-10-26,41.6,5,5.5,1067,3807,6.0,-1356,1339
3945,NGC-4461,187.262,13.1839,1918,2005-10-04,93.9,5,13.6,1782,4535,12.9,-653,2054
3946,NGC-4461,187.263,13.1838,1918,2005-10-26,43.6,5,9.4,1782,4535,6.3,-653,2054
3947,VCC1175,187.326,10.1358,70,2010-05-07,42.0,10,3.6,-1272,1425,3.7,1153,3895
3948,VCC1175,187.326,10.1358,70,2010-12-20,36.0,4,5.4,-1272,1425,4.4,1153,3894
3949,IC3414,187.37,6.77197,543,2010-01-10,30.6,10,2.8,-803,1902,3.0,1629,4380
3950,NGC-4477,187.509,13.6364,1348,2005-10-26,42.8,5,5.8,1212,3955,5.9,-1214,1484
3951,NGC-4477,187.509,13.6364,1348,2005-10-04,90.0,5,12.8,1212,3955,12.0,-1214,1484
3952,NGC-4480,187.61,4.24808,2446,2008-12-03,43.5,5,5.2,1082,3822,5.1,3546,6332
3953,J123034+011624,187.643,1.27344,9315,2013-01-08,37.9,9,4.4,7888,10754,?,?,?
3954,NGC4486,187.674,12.4071,2000,2004-01-30,36.5,8,8.0,640,3372,?,?,?
3955,NGC4486,187.707,12.3913,1300,2003-03-07,38.6,10,8.3,-53,2666,?,?,?
3956,NGC4486,187.71,12.391,1300,2003-04-28,37.0,16,5.7,-53,2666,?,?,?
3957,123106+522451,187.778,52.4144,11987,2006-11-04,34.6,10,3.0,10536,13452,3.0,13158,16124
3958,NGC-4500,187.842,57.9646,3115,2008-03-18,51.1,8,5.0,1745,4497,4.7,4220,7018
3959,J123140+035534,187.92,3.92631,4533,2013-01-08,37.6,10,4.1,3150,5928,?,?,?
3960,J1231+4755,187.945,47.9276,9147,2015-02-16,38.4,10,3.8,7811,10495,?,?,?
3961,2MASXJ12314747+,187.947,34.2672,6832,2010-01-29,29.2,10,2.7,5428,8248,2.4,7964,10832
3962,IC3457,187.964,12.657,1297,2009-12-16,30.7,10,2.8,-56,2663,3.0,2389,5153
3963,IC797,187.978,15.1239,2097,2009-12-30,34.2,10,3.0,736,3470,2.9,3195,5974
3964,123156+523445,187.984,52.5792,11368,2006-11-04,34.8,10,3.0,9922,12827,3.0,12534,15488
3965,NGC4501test,187.996,14.4197,2300,2003-03-07,32.6,0,16.0,937,3675,?,?,?
3966,NGC-4501,187.997,14.4206,2280,2005-10-04,84.5,5,11.2,2143,4903,11.5,-298,2417
3967,NGC-4501,187.997,14.4206,2280,2005-10-26,40.9,5,5.7,2143,4903,5.9,-297,2417
3968,NGC4501,187.997,14.4206,2300,2003-03-07,32.4,30,1.7,937,3675,?,?,?
3969,1232103+7649199,188.043,76.8222,12851,2010-11-12,35.0,10,3.1,11392,14324,3.1,14028,17011
3970,1232103,188.043,76.8222,12851,2010-11-09,40.9,5,5.3,11392,14324,5.0,14028,17011
3971,123225+361742,188.107,36.295,10253,2007-04-03,48.4,10,4.3,8818,11701,4.4,11411,14344
3972,SDSSJ12326+6624,188.156,66.4145,14000,2016-03-29,51.6,6,6.2,12622,15391,?,?,?
3973,IC-3483,188.292,11.3474,129,2005-12-30,47.5,5,6.5,-1213,1484,7.4,1212,3955
3974,ARK377,188.356,13.233,7295,2009-12-30,29.8,10,3.0,5887,8716,2.4,8431,11307
3975,123351-210345,188.464,-21.0625,6757,2009-01-30,52.9,10,5.1,5354,8173,4.9,7889,10755
3976,NGC4527,188.535,2.65378,1736,2007-02-28,42.0,20,2.8,378,3106,?,?,?
3977,NGC-4527,188.535,2.65383,1734,2005-12-30,58.6,5,7.7,376,3104,7.4,2829,5601
3978,NGC4527,188.535,2.65381,1736,2007-04-14,49.1,80,1.6,378,3106,?,?,?
3979,NGC-4531,188.566,13.0755,195,2005-12-30,47.5,5,6.1,-1148,1551,6.3,1279,4023
3980,NGC-4531,188.566,13.0756,195,2005-10-04,96.6,5,13.5,60,2782,12.4,-2347,330
3981,NGC-4535,188.585,8.19806,1957,2008-12-03,45.6,5,5.9,597,3329,5.8,3054,5830
3982,NGC-4536,188.613,2.18792,1804,2005-12-30,58.5,5,8.0,446,3174,7.2,2899,5673
